23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	1.501571	2.117317
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	0.000000	0.000000
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	31.827429	46.033894
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	19.538105	30.605591
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	28.520666	38.956379
23431	X	-	7084164	7092883	FBtr0331261	6	1515	FBgn0264270	Sxl	101.804230	124.908493
